runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
6.48286,11795,23191,683077,1836845,158,158,141,143,4030,4919,232,206,6437,0,0,36796,6259,4.28309,0.068681,0.063379,0.055393,0.046835,0,0.515879,0.039401,0.053276,0.77479,0.934753,0.000428,WDG+GR+GC+T+BP with AStar,../bench_mark/empty-8-8/empty-8-8-random-1.scen:
