runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,timeout,reinsert
4.33369,11248,21739,725679,1836346,158,158,141,143,4492,5215,468,155,5409,0,0,35535,8569,2.86229,0.048499,0.047091,0.037825,0.020367,0,0.326173,0.023487,0.033147,0.564579,0.690679,0.000289,WDG+GR+GC+T+BP+P with AStar,../bench_mark/empty-8-8/empty-8-8-random-1.scen:,-1,15866
